season,round_w,venue,provider,lat,lon,tz,captured_at_utc,forecast_time_utc,game_key_w,temp_c,wind_speed_ms,wind_gust_ms,rain_prob,pressure_hpa,cloud_pct,raw_payload,round_1,season_1,venue_1,venue_norm,venue_norm_canon,venue_id,weather_time_utc,payload_json,game_key_f,round_f,scheduled_time_utc
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T07:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,6.2,1.0,1.9,0.17,1026.9,100.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 07:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T07:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 1.0, ""wind_gust_ms"": 1.9, ""rain_prob"": 0.17, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T08:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,6.1,1.1,2.1,0.17,1026.5,100.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 08:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T08:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 1.1, ""wind_gust_ms"": 2.1, ""rain_prob"": 0.17, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T09:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,6.3,1.12,2.4,0.16,1026.1,100.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 09:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T09:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 1.12, ""wind_gust_ms"": 2.4, ""rain_prob"": 0.16, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T10:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,6.6,1.36,2.6,0.15,1025.8,100.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 10:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T10:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 1.36, ""wind_gust_ms"": 2.6, ""rain_prob"": 0.15, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T11:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,6.8,1.66,3.5,0.14,1025.7,94.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 11:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T11:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 1.66, ""wind_gust_ms"": 3.5, ""rain_prob"": 0.14, ""cloud_pct"": 94.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T12:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,7.1,2.02,4.5,0.13,1025.7,88.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 12:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T12:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 2.02, ""wind_gust_ms"": 4.5, ""rain_prob"": 0.13, ""cloud_pct"": 88.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T13:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,7.7,2.56,5.4,0.12,1025.8,82.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 13:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T13:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 2.56, ""wind_gust_ms"": 5.4, ""rain_prob"": 0.12, ""cloud_pct"": 82.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T14:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,8.8,3.45,7.6,0.12,1025.9,83.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 14:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T14:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 3.45, ""wind_gust_ms"": 7.6, ""rain_prob"": 0.12, ""cloud_pct"": 83.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Melbourne Cricket Ground,open-meteo,-37.819954,144.983398,Australia/Melbourne,2025-08-30 06:28:27.877350+00:00,2025-09-05T15:00:00+00:00,2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,10.3,4.63,9.9,0.11,1026.1,84.0,"{'elevation': 13.0, 'generationtime_ms': 0.2503395080566406}",finals_w1,2025,Melbourne Cricket Ground,melbourne cricket ground,the mcg,vn_23749d6cd7ec,2025-09-05 15:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -37.819954, ""lon"": 144.983398, ""tz"": ""Australia/Melbourne"", ""forecast_time_utc"": ""2025-09-05T15:00:00+00:00"", ""game_key"": ""2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z"", ""wind_speed_ms"": 4.63, ""wind_gust_ms"": 9.9, ""rain_prob"": 0.11, ""cloud_pct"": 84.0, ""raw_payload"": {""elevation"": 13.0, ""generationtime_ms"": 0.2503395080566406}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Melbourne Cricket Ground""}",2025_finals_w1_geelong-cats_brisbane-lions_20250905T094000Z,finals_w1,2025-09-05 17:40:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T03:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,14.7,5.35,10.5,0.7,1001.4,100.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 03:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T03:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 5.35, ""wind_gust_ms"": 10.5, ""rain_prob"": 0.7, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T04:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,14.7,5.22,10.0,0.7,1001.6,100.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 04:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T04:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 5.22, ""wind_gust_ms"": 10.0, ""rain_prob"": 0.7, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T05:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,12.7,1.92,2.7,0.26,1021.0,100.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 05:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T05:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.92, ""wind_gust_ms"": 2.7, ""rain_prob"": 0.26, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T06:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,12.6,1.52,1.7,0.25,1021.2,100.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 06:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T06:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.52, ""wind_gust_ms"": 1.7, ""rain_prob"": 0.25, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T07:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,12.4,1.26,1.1,0.23,1021.3,100.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 07:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T07:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.26, ""wind_gust_ms"": 1.1, ""rain_prob"": 0.23, ""cloud_pct"": 100.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T08:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,11.9,1.25,1.1,0.21,1021.2,87.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 08:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T08:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.25, ""wind_gust_ms"": 1.1, ""rain_prob"": 0.21, ""cloud_pct"": 87.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T09:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,11.3,1.28,1.4,0.19,1021.0,74.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 09:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T09:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.28, ""wind_gust_ms"": 1.4, ""rain_prob"": 0.19, ""cloud_pct"": 74.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
2025,finals_w1,Optus Stadium,open-meteo,-31.95111,115.88917,Australia/Perth,2025-08-30 06:28:27.877350+00:00,2025-09-06T10:00:00+00:00,2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,10.7,1.42,1.7,0.16,1020.9,61.0,"{'elevation': 9.0, 'generationtime_ms': 0.1533031463623047}",finals_w1,2025,Optus Stadium,optus stadium,optus stadium,vn_8c5a7154a509,2025-09-06 10:00:00+00:00,"{""provider"": ""open-meteo"", ""lat"": -31.95111, ""lon"": 115.88917, ""tz"": ""Australia/Perth"", ""forecast_time_utc"": ""2025-09-06T10:00:00+00:00"", ""game_key"": ""2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z"", ""wind_speed_ms"": 1.42, ""wind_gust_ms"": 1.7, ""rain_prob"": 0.16, ""cloud_pct"": 61.0, ""raw_payload"": {""elevation"": 9.0, ""generationtime_ms"": 0.1533031463623047}, ""round_1"": ""finals_w1"", ""season_1"": 2025, ""venue_1"": ""Optus Stadium""}",2025_finals_w1_fremantle-dockers_gold-coast-suns_20250906T093500Z,finals_w1,2025-09-06 17:35:00+00:00
